Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,,,,,,,,,,,,99-DWG-2883,,,,"Clinton Drive Pipe
Interfaces",,,,,
,,,,,,,,,,,,,99-DWG-1408,,,P-98747,Pump,,,,,
,,,,,,,,,,,,,,,,P-74532,Pump,,,,,
,,,,,,,,,,,,,,,,PM-95795A/B,"TK-5 Transfer
Pumps",,,,,
46. Global,,,,,,,,,"A review of global scenarios that
applies to all nodes in Galena Park",,,,,,,,,,,,,
47. MOC Review,,,,,,,,,"MOC Review for past 5 years for
Galena Park
Deviation column - MOC #
Causes column - Date requested
Consequences column - MOC Title
Safeguards column - Technical
Basis
Remark column - MOC
Description/Justification",,,,,,,,,,,,,
48. Incident Review,,,,,,,,,"Incident Review for past 5 years for
Galena Park
Deviation Column - Incident ID #
Causes column - Incident
Description
Consequences column - Date/Time
of Incident
Remark column - Immediate Action
Taken",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"The Study team utilized a Distillationnation of HAZOP and What if / Checklist methodologies to modify
any nodes / topics as applicable.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
3. Risk Ranking,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"The risk ranking was evaluated using the current Kinder Morgan Risk Ranking Matrix, shown in
Appendix A – Risk Ranking Matrix Appendix A – Risk Ranking Matrix. The risk matrix was used to
qualitatively assess the risk associated with each identified cause / consequence scenario that
presented hazardous consequences. For the purpose of this analysis, Hazardous consequences were
considered to be those situations that could result in a loss due to injury, environmental impact, or
financial loss.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,3.1. Assigning Severity and Likelihood,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,"The team first identifies credible worst case consequences, as well as engineering and
administrative safeguards. Severity is then assigned based on the credible worst case
consequences without utilizing mitigation from the engineering or administrative safeguards.
Likelihood is then assessed with engineering and administrative safeguards in place. The severity
is assigned based on a number rating system of ‘1’ to ‘5’. Likelihood is assigned based on a number
rating system of ‘1’ to ‘5’. The descriptions can be found on the risk-ranking matrix in Appendix A
– Risk Ranking Matrix.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,3.2. Risk Ranking,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,"The descriptions can be found below and on the risk-ranking matrix in Appendix A – Risk Ranking
Matrix. Utilizing the risk matrix, the scenario is assigned a Risk Rank value of ‘1’ to ‘6’. The PHA
team shall assign action items as follows:",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,x,,,,,,,,,,,,,,,,,,
,,,,,,Risk Rank 1 - Negligible risk; no action required.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 50901,,,,
